ID,Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Ed Level,Accounts Held
733,49,80,1,1.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
734,66,53,2,1.1,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
735,33,49,4,2.2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
736,61,152,3,3.3,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
737,64,138,2,2.8,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
738,36,80,4,2.2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
739,49,82,2,2.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
740,52,195,1,8.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
741,61,22,1,1.2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
742,32,81,1,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
743,61,40,4,2.2,1,0,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
744,45,154,2,2.8,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
745,30,49,3,1.1,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
746,62,85,4,3.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
747,57,21,3,0.1,2,0,0,1,1,1,0,Graduate,Holds Securities & Deposit
748,41,14,1,1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
749,58,60,4,1.6,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
750,29,138,2,4.333333333,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
751,53,98,1,1.3,3,355,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
752,64,22,4,0.6,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
753,49,49,1,1.2,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
754,38,102,2,1.9,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
755,56,45,4,0.7,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
756,56,82,4,1.3,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
757,52,81,3,1.8,2,0,0,1,0,0,0,Graduate, Holds only Securites 
758,64,35,1,1.5,2,0,0,1,0,0,0,Graduate, Holds only Securites 
759,53,59,2,1.9,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
760,29,52,3,1.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
761,48,84,3,0.7,1,166,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
762,32,85,1,2.7,2,100,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
763,54,65,1,0.2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
764,37,89,2,1.7,2,314,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
765,47,109,4,1.8,1,0,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
766,37,81,1,2.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
767,64,38,1,1.1,3,108,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
768,43,72,2,1.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
769,33,78,4,2,2,119,0,1,0,1,0,Graduate, Holds only Securites 
770,26,172,2,6.9,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
771,42,71,3,2.333333333,1,106,0,1,0,1,0,Undergraduate, Holds only Securites 
772,54,165,1,4.1,3,0,1,0,1,1,1,Advanced Degree, Holds only Deposit
773,41,120,2,3.9,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
774,55,39,1,0.2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
775,65,23,3,0.7,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
776,50,135,2,4.6,3,91,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
777,55,12,2,0.2,1,76,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
778,62,92,2,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
779,53,192,2,6.4,3,0,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
780,32,42,4,0.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
781,56,158,3,3.7,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
782,54,194,3,6,3,587,1,1,1,1,1,Advanced Degree,Holds Securities & Deposit
783,44,160,2,7.6,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
784,48,98,2,6.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
785,46,164,2,7.6,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
786,45,42,2,2.5,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
787,45,202,3,10,3,0,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
788,58,10,4,0.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
789,29,31,4,0.3,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
790,55,58,4,0.9,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
791,55,65,4,2.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
792,41,98,1,4,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
793,24,150,2,2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
794,54,44,2,2.3,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
795,57,15,2,0.2,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
796,30,82,2,2.5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
797,42,61,3,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
798,29,38,1,2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
799,29,39,4,2.1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
800,31,173,1,6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
801,47,8,4,0.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
802,36,51,3,2,1,214,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
803,52,62,4,1.8,3,82,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
804,54,34,4,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
805,55,132,3,5.9,2,307,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
806,53,44,4,1.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
807,52,162,1,8.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
808,64,64,3,2.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
809,54,111,1,0.1,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
810,32,41,2,2,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
811,63,52,4,1.666666667,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
812,36,65,4,2.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
813,50,130,1,1.1,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
814,33,45,2,0.1,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
815,62,35,1,1.9,2,118,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
816,49,65,3,0.7,2,263,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
817,41,38,2,0.7,1,91,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
818,51,42,4,1.1,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
819,56,45,4,1.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
820,51,145,1,0.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
821,39,33,4,1.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
822,61,60,3,1.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
823,35,45,1,2,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
824,39,72,4,2.4,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
825,37,34,3,0.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
826,48,23,3,0.666666667,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
827,63,45,2,1,3,88,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
828,35,28,4,1,1,75,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
829,55,81,4,3.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
830,29,72,3,0.7,2,81,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
831,61,49,4,1.666666667,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
832,36,31,4,1.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
833,61,63,3,2.2,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
834,36,150,4,5.4,1,0,1,1,1,1,0,Undergraduate,Holds Securities & Deposit
835,58,142,2,3.9,1,193,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
836,42,74,3,3,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
837,30,24,1,0.4,2,81,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
838,45,29,4,1.9,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
839,39,79,4,2.4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
840,27,94,2,0.2,1,310,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
841,57,121,1,4.3,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
842,34,54,3,2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
843,64,73,3,2.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
844,47,71,1,0.8,3,127,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
845,44,29,3,1,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
846,51,93,1,2.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
847,40,73,1,1.5,3,252,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
848,57,19,4,0.9,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
849,33,58,2,0.1,1,0,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
850,46,39,1,0.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
851,41,23,2,1.4,2,0,0,1,0,1,0,Graduate, Holds only Securites 
852,33,29,1,0.6,3,127,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
853,27,155,1,0.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
854,52,90,1,2.6,2,0,0,1,0,1,0,Graduate, Holds only Securites 
855,59,113,2,2,1,77,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
856,62,42,1,1.8,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
857,49,30,4,0.2,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
858,45,19,3,0.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
859,63,124,3,5,2,170,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
860,57,30,2,0.7,2,145,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
861,60,28,1,1.5,3,124,0,1,0,1,0,Advanced Degree, Holds only Securites 
862,50,15,2,1,2,101,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
863,54,70,1,1.6,3,265,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
864,28,10,1,0.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
865,60,22,3,0.3,3,139,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
866,44,70,4,1.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
867,61,61,1,1.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
868,40,161,2,3.3,1,0,0,1,0,0,1,Undergraduate, Holds only Securites 
869,54,29,2,0.8,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
870,43,35,3,0.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
871,54,48,4,2.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
872,32,44,4,0.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
873,24,88,3,0.8,1,134,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
874,30,40,4,2.1,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
875,61,21,4,0.4,2,123,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
876,40,58,2,2.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
877,35,59,4,0.1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
878,33,74,4,4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
879,63,84,4,1.9,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
880,57,58,1,0.2,1,177,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
881,44,154,2,8.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
882,51,185,1,1.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
883,51,78,1,1.2,1,305,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
884,38,55,2,1.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
885,31,30,4,0.3,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
886,54,74,3,2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
887,41,118,2,3.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
888,57,182,2,3.3,3,372,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
889,24,82,2,1.6,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
890,55,29,4,1.5,3,79,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
891,32,120,4,5.4,1,301,1,0,1,1,1,Undergraduate, Holds only Deposit
892,38,53,2,2.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
893,58,43,3,1.4,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
894,29,59,4,2.2,1,232,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
895,43,84,4,2.6,3,289,0,1,1,1,1,Advanced Degree,Holds Securities & Deposit
896,50,161,3,3.4,1,212,1,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
897,62,21,4,0.4,2,137,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
898,57,63,4,0.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
899,30,172,3,3.4,2,0,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
900,30,51,4,0.2,1,172,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
901,57,24,4,0.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
902,57,95,2,1.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
903,43,59,1,2.4,1,250,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
904,28,51,4,1.8,2,0,0,1,0,0,0,Graduate, Holds only Securites 
905,46,28,1,1,1,84,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
906,29,154,2,2,1,130,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
907,64,15,2,0.3,3,115,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
908,66,55,4,1.666666667,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
909,23,149,1,6.333333333,1,305,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
910,60,79,1,1.8,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
911,47,68,4,2.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
912,35,78,1,2.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
913,57,34,2,2,2,0,0,1,0,0,0,Graduate, Holds only Securites 
914,65,195,3,0.4,1,0,1,1,1,0,1,Undergraduate,Holds Securities & Deposit
915,53,184,1,8.1,1,303,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
916,44,85,2,3.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
917,45,200,2,8.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
918,41,64,3,0.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
919,51,88,1,2.6,2,0,0,1,0,0,1,Graduate, Holds only Securites 
920,27,42,3,2.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
921,31,91,3,1.6,1,126,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
922,32,38,1,0.3,1,0,0,1,1,1,0,Undergraduate,Holds Securities & Deposit
923,55,28,1,1.5,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
924,55,32,4,0.1,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
925,42,31,1,0.3,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
926,33,22,4,0.4,2,103,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
927,65,95,3,3.7,2,138,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
928,35,74,4,1.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
929,55,22,1,1.5,2,91,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
930,28,43,3,0.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
931,27,43,1,1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
932,51,112,3,1.8,2,0,0,1,1,1,1,Graduate,Holds Securities & Deposit
933,50,9,2,1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
934,58,81,2,0,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
935,46,131,1,5.7,1,256,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
936,62,19,1,1.5,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
937,38,62,3,0.7,2,0,0,1,0,1,0,Graduate, Holds only Securites 
938,62,19,4,0.4,2,124,0,1,0,0,0,Graduate, Holds only Securites 
939,56,8,2,0.3,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
940,61,193,1,4.7,3,203,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
941,38,129,4,4.4,1,140,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
942,55,30,4,0.7,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
943,30,80,4,1.8,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
944,41,22,4,1.5,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
945,57,33,1,1.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
946,36,64,4,2.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
947,55,60,3,2.2,3,84,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
948,30,81,1,2.9,3,259,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
949,40,45,3,0.6,2,204,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
950,32,112,4,1.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
951,59,83,2,3.4,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
952,44,180,2,7.6,1,524,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
953,51,28,4,0.2,2,0,0,1,0,1,0,Graduate, Holds only Securites 
954,37,169,2,5.2,3,249,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
955,59,14,4,0.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
956,37,43,1,2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
957,56,88,2,0.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
958,55,78,4,2.6,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
959,49,68,1,0.2,2,163,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
960,46,144,2,3.3,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
961,35,30,4,1,1,163,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
962,47,120,1,0,1,135,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
963,39,24,2,0.3,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
964,27,78,4,2.3,3,157,0,1,0,1,0,Advanced Degree, Holds only Securites 
965,62,135,2,5.2,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
966,57,44,2,1.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
967,55,73,4,3.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
968,55,90,1,2.7,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
969,41,58,3,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
970,57,75,2,3.7,1,236,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
971,43,174,3,1.7,3,231,1,0,1,1,1,Advanced Degree, Holds only Deposit
972,40,50,2,1.7,1,174,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
973,43,85,1,4,3,287,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
974,63,54,3,2.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
975,63,83,2,3.4,1,0,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
976,54,24,4,0.2,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
977,54,45,4,1.1,2,205,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
978,52,68,1,0.8,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
979,50,48,4,0.1,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
980,38,114,1,1,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
981,36,142,3,2.3,2,0,1,0,1,1,1,Graduate, Holds only Deposit
982,58,52,3,0.5,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
983,46,142,2,3.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
984,50,15,1,0.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
985,46,118,1,4.7,1,159,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
986,53,101,4,4.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
987,62,84,2,2.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
988,63,32,1,1.9,2,100,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
989,42,64,3,0.5,3,247,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
990,34,81,4,3.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
991,40,28,4,1.5,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
992,34,93,1,0,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
993,41,185,1,3.6,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
994,32,42,1,1.8,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
995,28,45,2,1.6,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
996,33,49,2,1.666666667,2,214,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
997,46,69,3,2.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
998,52,94,1,2.8,2,333,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
999,60,18,1,1.5,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
1000,59,8,4,0.7,1,91,0,1,0,0,0,Undergraduate, Holds only Securites 
1001,57,55,4,2.1,1,108,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
1002,46,85,2,0.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
1003,25,62,4,0,1,229,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
1004,53,65,4,2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
1005,38,138,2,0,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
1006,63,103,1,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
1007,44,99,3,3.5,3,357,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
1008,50,152,1,7.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
1009,28,25,2,0.9,3,140,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
1010,27,98,2,2.5,1,361,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
1011,52,39,2,0.7,2,166,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
1012,50,40,1,1.3,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
1013,39,58,3,2.1,1,169,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
1014,50,192,2,1.8,3,301,1,0,1,1,1,Advanced Degree, Holds only Deposit
1015,60,62,1,0.8,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
1016,30,69,1,0.8,2,0,0,1,0,1,0,Graduate, Holds only Securites 
1017,31,40,4,1.3,3,170,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
1018,39,61,2,0.6,3,127,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
1019,29,30,4,0.3,2,157,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
1020,54,29,1,1.5,2,97,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
1021,35,41,2,1,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
1022,27,118,1,3.3,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
1023,45,109,1,7,1,366,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
1024,58,122,4,0.2,2,0,1,0,1,1,0,Graduate, Holds only Deposit
1025,62,50,3,1.5,1,169,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
1026,28,43,3,0.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
1027,32,108,1,4.6,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
1028,29,110,4,2.5,3,0,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
1029,41,20,1,1.4,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
1030,61,112,4,1.7,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
1031,56,25,1,0.1,2,136,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
1032,37,42,3,0.7,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
1033,60,29,2,0.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
1034,49,84,3,2.1,1,134,0,1,0,1,0,Undergraduate, Holds only Securites 
1035,43,81,4,2.6,3,0,0,1,0,1,0,Advanced Degree, Holds only Securites 
1036,53,55,4,0.9,1,119,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
