Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Ed Level,Accounts Held
37,84,2,1.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
44,62,3,0.8,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
35,109,3,4,1,0,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
41,141,2,7.6,1,92,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
56,129,1,7.4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
62,30,3,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
58,148,1,4.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
47,25,3,0.666666667,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
35,21,3,1.3,1,115,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
29,72,4,2.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
43,59,3,0.9,3,87,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
62,83,3,1.8,2,187,0,1,0,0,0,Graduate, Holds only Securites 
41,10,2,0.3,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
34,84,3,0.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
50,98,3,2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
47,32,1,1,1,0,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
29,31,4,0.4,2,161,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
59,94,3,0.5,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
56,21,2,0.2,3,137,0,0,1,1,1,Advanced Degree, Holds only Deposit
61,110,3,4.4,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
58,38,1,2.2,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
49,39,1,1.4,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
45,132,3,1.2,2,0,1,0,1,1,1,Graduate, Holds only Deposit
50,61,4,2.6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
64,92,1,2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
39,119,2,6.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
58,53,4,2.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
62,18,3,1.3,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
45,114,2,4.4,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
58,90,1,3,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
43,140,1,7,1,205,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
28,90,2,3.3,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
26,85,1,1.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
49,80,1,1.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
66,53,2,1.1,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
33,49,4,2.2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
61,152,3,3.3,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
64,138,2,2.8,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
36,80,4,2.2,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
49,82,2,2.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
52,195,1,8.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
61,22,1,1.2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
32,81,1,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
61,40,4,2.2,1,0,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
45,154,2,2.8,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
30,49,3,1.1,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
62,85,4,3.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
57,21,3,0.1,2,0,0,1,1,1,0,Graduate,Holds Securities & Deposit
41,14,1,1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
58,60,4,1.6,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
29,138,2,4.333333333,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
53,98,1,1.3,3,355,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
64,22,4,0.6,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
49,49,1,1.2,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
38,102,2,1.9,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
56,45,4,0.7,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
56,82,4,1.3,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
52,81,3,1.8,2,0,0,1,0,0,0,Graduate, Holds only Securites 
64,35,1,1.5,2,0,0,1,0,0,0,Graduate, Holds only Securites 
53,59,2,1.9,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
29,52,3,1.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
48,84,3,0.7,1,166,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
32,85,1,2.7,2,100,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
54,65,1,0.2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
37,89,2,1.7,2,314,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
47,109,4,1.8,1,0,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
37,81,1,2.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
64,38,1,1.1,3,108,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
43,72,2,1.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
33,78,4,2,2,119,0,1,0,1,0,Graduate, Holds only Securites 
26,172,2,6.9,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
42,71,3,2.333333333,1,106,0,1,0,1,0,Undergraduate, Holds only Securites 
54,165,1,4.1,3,0,1,0,1,1,1,Advanced Degree, Holds only Deposit
41,120,2,3.9,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
55,39,1,0.2,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
65,23,3,0.7,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
50,135,2,4.6,3,91,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
55,12,2,0.2,1,76,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
62,92,2,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
53,192,2,6.4,3,0,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
32,42,4,0.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
56,158,3,3.7,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
54,194,3,6,3,587,1,1,1,1,1,Advanced Degree,Holds Securities & Deposit
44,160,2,7.6,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
48,98,2,6.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
46,164,2,7.6,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
45,42,2,2.5,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
45,202,3,10,3,0,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
58,10,4,0.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
29,31,4,0.3,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
55,58,4,0.9,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
55,65,4,2.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
41,98,1,4,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
24,150,2,2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
54,44,2,2.3,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
57,15,2,0.2,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
30,82,2,2.5,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
42,61,3,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
29,38,1,2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
29,39,4,2.1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
31,173,1,6,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
47,8,4,0.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
36,51,3,2,1,214,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
52,62,4,1.8,3,82,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
54,34,4,0.7,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
55,132,3,5.9,2,307,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
53,44,4,1.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
52,162,1,8.1,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
64,64,3,2.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
54,111,1,0.1,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
32,41,2,2,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
63,52,4,1.666666667,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
36,65,4,2.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
50,130,1,1.1,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
33,45,2,0.1,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
62,35,1,1.9,2,118,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
49,65,3,0.7,2,263,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
41,38,2,0.7,1,91,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
51,42,4,1.1,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
56,45,4,1.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
51,145,1,0.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
39,33,4,1.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
61,60,3,1.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
35,45,1,2,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
39,72,4,2.4,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
37,34,3,0.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
48,23,3,0.666666667,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
63,45,2,1,3,88,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
35,28,4,1,1,75,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
55,81,4,3.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
29,72,3,0.7,2,81,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
61,49,4,1.666666667,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
36,31,4,1.2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
61,63,3,2.2,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
36,150,4,5.4,1,0,1,1,1,1,0,Undergraduate,Holds Securities & Deposit
58,142,2,3.9,1,193,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
42,74,3,3,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
30,24,1,0.4,2,81,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
45,29,4,1.9,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
39,79,4,2.4,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
27,94,2,0.2,1,310,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
57,121,1,4.3,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
34,54,3,2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
64,73,3,2.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
47,71,1,0.8,3,127,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
44,29,3,1,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
51,93,1,2.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
40,73,1,1.5,3,252,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
57,19,4,0.9,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
33,58,2,0.1,1,0,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
46,39,1,0.2,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
41,23,2,1.4,2,0,0,1,0,1,0,Graduate, Holds only Securites 
33,29,1,0.6,3,127,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
27,155,1,0.8,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
52,90,1,2.6,2,0,0,1,0,1,0,Graduate, Holds only Securites 
59,113,2,2,1,77,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
62,42,1,1.8,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
49,30,4,0.2,1,0,0,0,1,1,1,Undergraduate, Holds only Deposit
45,19,3,0.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
63,124,3,5,2,170,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
57,30,2,0.7,2,145,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
60,28,1,1.5,3,124,0,1,0,1,0,Advanced Degree, Holds only Securites 
50,15,2,1,2,101,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
54,70,1,1.6,3,265,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
28,10,1,0.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
60,22,3,0.3,3,139,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
44,70,4,1.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
61,61,1,1.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
40,161,2,3.3,1,0,0,1,0,0,1,Undergraduate, Holds only Securites 
54,29,2,0.8,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
43,35,3,0.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
54,48,4,2.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
32,44,4,0.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
24,88,3,0.8,1,134,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
30,40,4,2.1,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
61,21,4,0.4,2,123,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
40,58,2,2.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
35,59,4,0.1,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
33,74,4,4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
63,84,4,1.9,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
57,58,1,0.2,1,177,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
44,154,2,8.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
51,185,1,1.7,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
51,78,1,1.2,1,305,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
38,55,2,1.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
31,30,4,0.3,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
54,74,3,2,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
41,118,2,3.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
57,182,2,3.3,3,372,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
24,82,2,1.6,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
55,29,4,1.5,3,79,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
32,120,4,5.4,1,301,1,0,1,1,1,Undergraduate, Holds only Deposit
38,53,2,2.4,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
58,43,3,1.4,1,0,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
29,59,4,2.2,1,232,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
43,84,4,2.6,3,289,0,1,1,1,1,Advanced Degree,Holds Securities & Deposit
50,161,3,3.4,1,212,1,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
62,21,4,0.4,2,137,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
57,63,4,0.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
30,172,3,3.4,2,0,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
30,51,4,0.2,1,172,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
57,24,4,0.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
57,95,2,1.6,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
43,59,1,2.4,1,250,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
28,51,4,1.8,2,0,0,1,0,0,0,Graduate, Holds only Securites 
46,28,1,1,1,84,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
29,154,2,2,1,130,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
64,15,2,0.3,3,115,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
66,55,4,1.666666667,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
23,149,1,6.333333333,1,305,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
60,79,1,1.8,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
47,68,4,2.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
35,78,1,2.6,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
57,34,2,2,2,0,0,1,0,0,0,Graduate, Holds only Securites 
65,195,3,0.4,1,0,1,1,1,0,1,Undergraduate,Holds Securities & Deposit
53,184,1,8.1,1,303,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
44,85,2,3.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
45,200,2,8.8,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
41,64,3,0.5,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
51,88,1,2.6,2,0,0,1,0,0,1,Graduate, Holds only Securites 
27,42,3,2.4,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
31,91,3,1.6,1,126,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
32,38,1,0.3,1,0,0,1,1,1,0,Undergraduate,Holds Securities & Deposit
55,28,1,1.5,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
55,32,4,0.1,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
42,31,1,0.3,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
33,22,4,0.4,2,103,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
65,95,3,3.7,2,138,1,0,0,0,1,Graduate,Does not hold Securities or Deposit
35,74,4,1.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
55,22,1,1.5,2,91,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
28,43,3,0.1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
27,43,1,1,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
51,112,3,1.8,2,0,0,1,1,1,1,Graduate,Holds Securities & Deposit
50,9,2,1,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
58,81,2,0,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
46,131,1,5.7,1,256,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
62,19,1,1.5,3,0,0,1,0,0,0,Advanced Degree, Holds only Securites 
38,62,3,0.7,2,0,0,1,0,1,0,Graduate, Holds only Securites 
62,19,4,0.4,2,124,0,1,0,0,0,Graduate, Holds only Securites 
56,8,2,0.3,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
61,193,1,4.7,3,203,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
38,129,4,4.4,1,140,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
55,30,4,0.7,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
30,80,4,1.8,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
41,22,4,1.5,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
57,33,1,1.5,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
36,64,4,2.1,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
55,60,3,2.2,3,84,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
30,81,1,2.9,3,259,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
40,45,3,0.6,2,204,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
32,112,4,1.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
59,83,2,3.4,3,0,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
44,180,2,7.6,1,524,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
51,28,4,0.2,2,0,0,1,0,1,0,Graduate, Holds only Securites 
37,169,2,5.2,3,249,1,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
59,14,4,0.7,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
37,43,1,2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
56,88,2,0.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
55,78,4,2.6,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
49,68,1,0.2,2,163,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
46,144,2,3.3,1,0,0,0,0,1,1,Undergraduate,Does not hold Securities or Deposit
35,30,4,1,1,163,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
47,120,1,0,1,135,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
39,24,2,0.3,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
27,78,4,2.3,3,157,0,1,0,1,0,Advanced Degree, Holds only Securites 
62,135,2,5.2,2,0,1,0,0,1,0,Graduate,Does not hold Securities or Deposit
57,44,2,1.6,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
55,73,4,3.8,2,0,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
55,90,1,2.7,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
41,58,3,0.5,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
57,75,2,3.7,1,236,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
43,174,3,1.7,3,231,1,0,1,1,1,Advanced Degree, Holds only Deposit
40,50,2,1.7,1,174,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
43,85,1,4,3,287,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
63,54,3,2.2,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
63,83,2,3.4,1,0,1,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
54,24,4,0.2,1,0,0,1,0,0,0,Undergraduate, Holds only Securites 
54,45,4,1.1,2,205,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
52,68,1,0.8,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
50,48,4,0.1,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
38,114,1,1,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
36,142,3,2.3,2,0,1,0,1,1,1,Graduate, Holds only Deposit
58,52,3,0.5,2,0,0,0,0,0,1,Graduate,Does not hold Securities or Deposit
46,142,2,3.3,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
50,15,1,0.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
46,118,1,4.7,1,159,0,0,0,0,1,Undergraduate,Does not hold Securities or Deposit
53,101,4,4.9,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
62,84,2,2.8,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
63,32,1,1.9,2,100,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
42,64,3,0.5,3,247,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
34,81,4,3.4,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
40,28,4,1.5,3,0,0,0,0,0,1,Advanced Degree,Does not hold Securities or Deposit
34,93,1,0,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
41,185,1,3.6,2,0,1,0,0,0,0,Graduate,Does not hold Securities or Deposit
32,42,1,1.8,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
28,45,2,1.6,3,0,0,0,0,1,1,Advanced Degree,Does not hold Securities or Deposit
33,49,2,1.666666667,2,214,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
46,69,3,2.1,1,0,0,0,0,0,0,Undergraduate,Does not hold Securities or Deposit
52,94,1,2.8,2,333,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
60,18,1,1.5,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
59,8,4,0.7,1,91,0,1,0,0,0,Undergraduate, Holds only Securites 
57,55,4,2.1,1,108,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
46,85,2,0.4,3,0,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
25,62,4,0,1,229,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
53,65,4,2,3,0,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
38,138,2,0,1,0,0,1,0,1,0,Undergraduate, Holds only Securites 
63,103,1,2.5,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
44,99,3,3.5,3,357,1,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
50,152,1,7.3,1,0,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
28,25,2,0.9,3,140,0,0,0,1,0,Advanced Degree,Does not hold Securities or Deposit
27,98,2,2.5,1,361,0,1,1,1,1,Undergraduate,Holds Securities & Deposit
52,39,2,0.7,2,166,0,0,0,1,0,Graduate,Does not hold Securities or Deposit
50,40,1,1.3,2,0,0,0,0,1,1,Graduate,Does not hold Securities or Deposit
39,58,3,2.1,1,169,0,0,0,1,0,Undergraduate,Does not hold Securities or Deposit
50,192,2,1.8,3,301,1,0,1,1,1,Advanced Degree, Holds only Deposit
60,62,1,0.8,2,0,0,0,0,0,0,Graduate,Does not hold Securities or Deposit
30,69,1,0.8,2,0,0,1,0,1,0,Graduate, Holds only Securites 
31,40,4,1.3,3,170,0,0,0,0,0,Advanced Degree,Does not hold Securities or Deposit
